cat,pot(V vs. RHE),pot(V vs. SHE),pot(V vs. Ag/AgCl),pot(V vs. Fc/Fc),jtotal(mA cm^-2),jpartial(mA cm^2),FE,elect,conc,prod,pH,Author,Title,Subject
 CuZn,-0.9494780793319416,,,,,, -0.0767123287671233, KOH, 1M, CO,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-0.9989561586638831,,,,,, -0.14383561643835618, KOH, 1M, CO,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.0490605427974948,,,,,, -0.1349315068493151, KOH, 1M, CO,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.0991649269311065,,,,,, -0.1294520547945206, KOH, 1M, CO,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.1492693110647183,,,,,, -0.0965753424657535, KOH, 1M, CO,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.1993736951983298,,,,,, -0.1589041095890411, KOH, 1M, CO,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-0.9006263048016703,,,,,, -0.0006849315068492845, KOH, 1M, CH4,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-0.9501043841336118,,,,,, -0.00068493150684934, KOH, 1M, CH4,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.0002087682672233,,,,,, 0, KOH, 1M, CH4,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.0503131524008351,,,,,, -0.00068493150684934, KOH, 1M, CH4,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.1004175365344468,,,,,, -0.0013698630136987355, KOH, 1M, CH4,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.1505219206680585,,,,,, -0.019178082191780854, KOH, 1M, CH4,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.2,,,,,, -0.05136986301369861, KOH, 1M, CH4,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-0.9000000000000001,,,,,, -0.017808219178082063, KOH, 1M, C2H5OH,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-0.9494780793319416,,,,,, -0.0328767123287671, KOH, 1M, C2H5OH,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-0.9995824634655532,,,,,, -0.03356164383561644, KOH, 1M, C2H5OH,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.049686847599165,,,,,, -0.06164383561643838, KOH, 1M, C2H5OH,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.0997912317327767,,,,,, -0.1404109589041096, KOH, 1M, C2H5OH,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 CuZn,-1.1498956158663882,,,,,, -0.20205479452054797, KOH, 1M, C2H5OH,,Dan Ren,Atomic Layer Deposition of ZnO on CuO Enables Selective and Efficient Electroreduction of Carbon Dioxide to Liquid Fuels,Angew. Chem. Int. Ed. 2019.58:15036-15040
 Cu3Pd,-1.0,,,,,, 11.746031746031741, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.1,,,,,, 24.12698412698413, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.2,,,,,, 40.15873015873016, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.3,,,,,, 32.22222222222222, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.4,,,,,, 28.73015873015872, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.5,,,,,, 27.142857142857146, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu foil,-1.1,,,,,, 2.3809523809523827, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu foil,-1.2,,,,,, 14.920634920634935, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu foil,-1.3,,,,,, 25.07936507936508, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu foil,-1.4,,,,,, 31.9047619047619, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu foil,-1.5,,,,,, 40, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu foil,-1.1,,,,, 0.0879120879120884,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu foil,-1.2,,,,, 0.5494505494505498,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu foil,-1.3,,,,, 1.1208791208791213,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu foil,-1.4,,,,, 1.7032967032967028,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu foil,-1.5,,,,, 2.571428571428571,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.0,,,,, 0.6043956043956037,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.1,,,,, 1.791208791208791,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.2,,,,, 3.879120879120879,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.3,,,,, 3.8351648351648357,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.4,,,,, 4.153846153846154,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu3Pd,-1.5,,,,, 4.714285714285714,, KHCO3, 0.1M, CH4,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Pd3Cu,-0.7,,,,, 1.1797040169133226,, KHCO3, 0.1M, CO,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Pd3Cu,-0.9,,,,, 4.909090909090915,, KHCO3, 0.1M, CO,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Pd3Cu,-1.1,,,,, 12.900634249471462,, KHCO3, 0.1M, CO,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Pd3Cu,-1.3,,,,, 16.744186046511622,, KHCO3, 0.1M, CO,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Pd3Cu,-0.7,,,,,, 68.48341232227484, KHCO3, 0.1M, CO,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Pd3Cu,-0.9,,,,,, 77.72511848341227, KHCO3, 0.1M, CO,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Pd3Cu,-1.1,,,,,, 81.04265402843606, KHCO3, 0.1M, CO,,Wenjin Zhu,Morphological and Compositional Design of Pd–Cu Bimetallic Nanocatalysts with Controllable Product Selectivity toward CO2 Electroreduction,Small 2018.14:1703314
 Cu2O/CuO/CuS,-0.7,,,,,, 84, KHCO3, 0.1M, HCOO-,,Amaha Woldu Kahsay,Selective and Low Overpotential Electrochemical CO2 Reduction to Formate on CuS Decorated CuO Heterostructure,Catalysis Letters
 Cu2O/CuO/CuS,,,,,,,, KHCO3, 0.1M, HCOO-,,Amaha Woldu Kahsay,Selective and Low Overpotential Electrochemical CO2 Reduction to Formate on CuS Decorated CuO Heterostructure,Catalysis Letters
 Cu plate,,,,-2.5,,,, Bu4NPF6, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 CuO,,,,-2.5,,,, Bu4NPF6, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.5,,,, Bu4NPF6, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu plate,,,,-2.5,,,, Bu4NPF6, 0.1M, CO,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 CuO,,,,-2.5,,,, Bu4NPF6, 0.1M, CO,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.5,,,, Bu4NPF6, 0.1M, CO,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu plate,,,,-2.5,,,, Bu4NPF6, 0.1M, HCOO-,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 CuO,,,,-2.5,,,, Bu4NPF6, 0.1M, HCOO-,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.5,,,, Bu4NPF6, 0.1M, HCOO-,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.3,,, 12.109375000000017, Bu4NPF6, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.4,,, 10.156249999999985, Bu4NPF6, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.5,,, 5.859374999999998, Bu4NPF6, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.6,,, 5.859374999999998, Bu4NPF6, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.7,,, 5.468750000000015, Bu4NPF6, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.8,,, 4.492187500000019, Bu4NPF6, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.9,,, 3.12499999999998, Bu4NPF6, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.3,,, 32.8125, Bu4NPF6, 0.1M, CO,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.4,,, 33.59375, Bu4NPF6, 0.1M, CO,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.5,,, 45.703125, Bu4NPF6, 0.1M, CO,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.6,,, 50, Bu4NPF6, 0.1M, CO,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.7,,, 60.3515625, Bu4NPF6, 0.1M, CO,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.8,,, 61.1328125, Bu4NPF6, 0.1M, CO,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.9,,, 52.34375, Bu4NPF6, 0.1M, CO,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.3,,, 51.7578125, Bu4NPF6, 0.1M, HCOO-,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.4,,, 48.828125, Bu4NPF6, 0.1M, HCOO-,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.5,,, 39.84375, Bu4NPF6, 0.1M, HCOO-,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.6,,, 34.5703125, Bu4NPF6, 0.1M, HCOO-,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.7,,, 26.7578125, Bu4NPF6, 0.1M, HCOO-,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.8,,, 16.015625, Bu4NPF6, 0.1M, HCOO-,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.9,,, 16.6015625, Bu4NPF6, 0.1M, HCOO-,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.3,,, 13.79310344827586, Bu4NPF6 0.5 vol% H2O, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.4,,, 12.778904665314391, Bu4NPF6 0.5 vol% H2O, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.5,,, 9.12778904665313, Bu4NPF6 0.5 vol% H2O, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.6,,, 8.722109533468563, Bu4NPF6 0.5 vol% H2O, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.7,,, 6.693711967545626, Bu4NPF6 0.5 vol% H2O, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.8,,, 6.693711967545626, Bu4NPF6 0.5 vol% H2O, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
 Cu NP/N-doped C,,,,-2.9,,, 5.476673427991885, Bu4NPF6 0.5 vol% H2O, 0.1M, H2,,Xiaolong Zhang,Ultra-small Cu nanoparticles embedded in N-doped carbon arrays for electrocatalytic CO2 reduction reaction in dimethylformamide,Nano Research 2018.11:3678-3690
